,0
0,Open
1,Calais
2,probably
3,use
4,language
5,parsing
6,technology
7,and
8,language
9,statics
10,to
11,guess
12,which
13,words
14,or
15,phrases
16,are
17,Names
18,","
19,Places
20,","
21,Companies
22,","
23,etc
24,.
25,Then
26,","
27,it
28,is
29,just
30,another
31,step
32,to
33,do
34,some
35,kind
36,of
37,search
38,for
39,those
40,entities
41,and
42,return
43,meta
44,data
45,.
46,Zementa
47,probably
48,does
49,something
50,similar
51,","
52,but
53,matches
54,the
55,phrases
56,against
57,meta
58,-data
59,attached
60,to
61,images
62,in
63,order
64,to
65,acquire
66,related
67,results
68,.
69,It
70,certainly
71,isn
72,'t
73,easy
74,.
