,0
0,I
1,'ve
2,a
3,fully
4,functional
5,python
6,code
7,who
8,generates
9,some
10,hashes
11,and
12,uses
13,cryptography
14,.
15,It
16,is
17,an
18,implementation
19,of
20,MS
21,-CHAPV2
22,GenerateNTResponse
23,()
24,method
25,so
26,I
27,use
28,SHA1
29,","
30,MD4
31,and
32,DES
33,.
34,Since
35,I
36,need
37,to
38,deal
39,with
40,almost
41,10000000
42,hashes
43,","
44,I
45,was
46,looking
47,for
48,a
49,way
50,to
51,speed
52,it
53,up
54,by
55,using
56,CUDA
57,.
58,The
59,pure
60,python
61,version
62,takes
63,something
64,like
65,2
66,hours
67,to
68,generate
69,about
70,the
71,90
72,%
73,of
74,all
75,the
76,hashes
77,.
78,Now
79,the
80,problem
81,is
82,:
83,can
84,I
85,reuse
86,the
87,python
88,code
89,and
90,adapt
91,it
92,to
93,PyCuda
94,?
95,I
96,'ve
97,not
98,found
99,any
100,kind
101,of
102,information
103,about
104,it
105,so
106,","
107,following
108,some
109,of
110,the
111,examples
112,","
113,I
114,'m
115,trying
116,to
117,do
118,it
119,in
120,C
121,using
122,PyCuda
123,'s
124,SourceModule
125,.
126,But
127,here
128,comes
129,another
130,problem
131,:
132,So
133,","
134,as
135,far
136,as
137,I
138,know
139,","
140,only
141,functions
142,declared
143,with
144,__device__
145,can
146,be
147,used
148,in
149,SourceModule
150,.
151,But
152,how
153,can
154,I
155,do
156,it
157,with
158,openssl
159,/sha.h
160,functions
161,?
162,Here
163,'s
164,the
165,simple
166,testing
167,code
168,that
169,I
170,'m
171,using
172,to
173,calculate
174,SHA1
175,with
176,PyCuda
