,0
0,It
1,is
2,not
3,possible
4,to
5,set
6,the
7,attitude
8,directly
9,because
10,the
11,command
12,is
13,not
14,supported
15,by
16,Copter
17,in
18,either
19,guided
20,mode
21,or
22,AUTO
23,mode
24,/missions).
25,The
26,list
27,of
28,supported
29,commands
30,in
31,guided
32,mode
33,is
34,here
35,and
36,AUTO
37,commands
38,here
39,.
40,What
41,you
42,can
43,do
44,is
45,set
46,the
47,yaw
48,.
49,Another
50,(hacky)
51,approach
52,that
53,may
54,work
55,is
56,setting
57,the
58,ROI
59,as
60,this
61,will
62,point
63,the
64,camera
65,(and
66,often
67,the
68,whole
69,vehicle
70,)
71,at
72,a
73,target
74,.
75,This
76,sounds
77,like
78,a
79,reasonable
80,requirement
81,-
82,perhaps
83,create
84,a
85,request
86,with
87,explanation
88,of
89,why
90,this
91,is
92,useful
93,for
94,you
95,?
