,0
0,As
1,@MartijnPieters
2,mentioned
3,","
4,dictionaries
5,lack
6,indices
7,","
8,but
9,they
10,do
11,have
12,keys
13,.
14,The
15,following
16,function
17,pred
18,()
19,(short
20,for
21,"""predecessor"")"
22,returns
23,the
24,key
25,of
26,the
27,item
28,whose
29,duration
30,is
31,the
32,largest
33,duration
34,<=
35,the
36,passed
37,duration
38,.
39,It
40,returns
41,None
42,(which
43,can
44,be
45,tested
46,for
47,)
48,if
49,the
50,passed
51,duration
52,is
53,smaller
54,than
55,all
56,of
57,the
58,durations
59,in
60,the
61,"dictionary:
For example, if 
(by the way -- don't use dict as an identifier since it has a predefined meaning in Python)"
62,then
63,:
64,Note
65,that
66,On
67,Edit
68,:
69,Here
70,is
71,another
72,variation
73,on
74,the
75,same
76,idea
77,","
78,one
79,that
80,returns
81,an
82,integer
83,rank
84,:
85,Then
86,:
87,Final
88,Edit
89,:
90,At
91,the
92,cost
93,of
94,some
95,readability
96,","
97,here
98,is
99,a
100,1
101,-liner:
