,0
0,You
1,cannot
2,create
3,multiple
4,connections
5,to
6,an
7,in
8,-memory
9,database
10,.
11,Instead
12,","
13,a
14,new
15,connection
16,to
17,:memory:
18,creates
19,a
20,new
21,database
22,.
23,From
24,the
25,SQLite
26,documentation
27,:
28,Every
29,:memory:
30,database
31,is
32,distinct
33,from
34,every
35,other
36,.
37,So
38,","
39,opening
40,two
41,database
42,connections
43,each
44,with
45,the
46,filename
47,""":memory:"""
48,will
49,create
50,two
51,independent
52,in
53,-memory
54,databases
55,.
56,This
57,is
58,different
59,from
60,an
61,on
62,-disk
63,database
64,","
65,where
66,creating
67,multiple
68,connections
69,with
70,the
71,same
72,connection
73,string
74,means
75,you
76,are
77,connecting
78,to
79,one
80,database
81,.
82,You
83,are
84,creating
85,a
86,new
87,connection
88,for
89,the
90,thread
91,","
92,thus
93,creating
94,a
95,new
96,database
97,that
98,does
99,not
100,have
101,the
102,tables
103,created
104,.
