,0
0,I
1,'m
2,trying
3,to
4,run
5,a
6,tensorflow
7,graph
8,to
9,train
10,a
11,model
12,and
13,periodically
14,evaluate
15,using
16,a
17,separate
18,evaluation
19,dataset
20,.
21,Both
22,training
23,and
24,evaluation
25,data
26,is
27,implemented
28,using
29,queue
30,runners
31,.
32,My
33,current
34,solution
35,is
36,to
37,create
38,both
39,inputs
40,in
41,the
42,same
43,graph
44,and
45,use
46,a
47,tf
48,.cond
49,dependent
50,on
51,an
52,is_training
53,placeholder
54,.
55,My
56,issue
57,is
58,highlighted
59,by
60,the
61,following
62,code
63,:
64,I
65,also
66,had
67,to
68,comment
69,out
70,the
71,image_summary
72,line
73,133
74,of
75,tensorflow
76,/models/image/cifar10/cifar10_inputs.py.
77,This
78,yielded
79,the
80,following
81,results
82,:
83,It
84,would
85,seem
86,in
87,the
88,mixed
89,case
90,both
91,inputs
92,are
93,being
94,read
95,"/parsed,"
96,even
97,though
98,only
99,1
100,is
101,used
102,.
103,Is
104,there
105,a
106,way
107,of
108,avoiding
109,this
110,redundant
111,computation
112,?
113,Or
114,is
115,there
116,a
117,nicer
118,way
119,of
120,switching
121,between
122,training
123,/evaluation
124,data
125,that
126,still
127,leverages
128,the
129,queue
130,-runner
131,setup
132,?
