,0
0,I
1,often
2,see
3,this
4,in
5,the
6,context
7,of
8,matplotlib
9,and
10,open
11,"-high-low-close,"
12,but
13,I
14,'m
15,wondering
16,if
17,you
18,can
19,add
20,a
21,volume
22,overlay
23,within
24,the
25,pandas
26,framework
27,.
28,The
29,final
30,graph
31,we
32,would
33,want
34,would
35,be
36,close
37,to
38,the
39,first
40,one
41,here: (Matplotlib - Finance volume overlay )
42,Say
43,we
44,have
45,a
46,DataFrame
47,like
48,such
49,:
50,How
51,can
52,we
53,get
54,the
55,"['num','rolling_30','rolling_10','rolling_60']"
56,line
57,chart
58,with
59,the
60,bottom
61,of
62,the
63,chart
64,listing
65,the
66,daily
67,volume
68,?
69,I
70,can
71,do
72,a
73,secondary_y
74,to
75,get
76,volume
77,on
78,the
79,right
80,","
81,but
82,honestly
83,that
84,looks
85,terrible
86,.
87,Need
88,it
89,to
90,be
91,the
92,traditional
93,volume
94,bar
95,-graph
96,at
97,the
98,bottom
99,of
100,the
101,chart
102,.
