,0
0,The
1,function
2,generate
3,","
4,as
5,its
6,docstring
7,states
8,","
9,"""Generates"
10,an
11,iterator
12,of
13,all
14,sentences
15,from
16,a
17,CFG
18,"."""
19,Clearly
20,it
21,does
22,so
23,by
24,choosing
25,alternative
26,expansions
27,in
28,the
29,order
30,they
31,are
32,listed
33,in
34,the
35,grammar
36,.
37,So
38,","
39,the
40,first
41,time
42,is
43,sees
44,an
45,NP
46,","
47,it
48,expands
49,it
50,with
51,the
52,rule
53,NP
54,->
55,NP
56,PP
57,.
58,It
59,now
60,has
61,another
62,NP
63,to
64,expand
65,","
66,which
67,it
68,also
69,expands
70,with
71,the
72,same
73,rule
74,...
75,and
76,so
77,on
78,ad
79,infinitum
80,","
81,or
82,rather
83,until
84,python
85,'s
86,limits
87,are
88,exceeded
89,.
90,To
91,fix
92,the
93,problem
94,with
95,the
96,grammar
97,you
98,provide
99,","
100,simply
101,reorder
102,your
103,first
104,two
105,NP
106,rules
107,so
108,that
109,the
110,recursive
111,rule
112,is
113,not
114,the
115,first
116,one
117,encountered
118,:
119,Do
120,it
121,like
122,this
123,and
124,the
125,generator
126,will
127,produce
128,lots
129,of
130,complete
131,sentences
132,for
133,you
134,to
135,examine
136,.
137,Note
138,that
139,the
140,corrected
141,grammar
142,is
143,still
144,recursive
145,","
146,hence
147,infinite
148,;
149,if
150,you
151,generate
152,a
153,large
154,enough
155,number
156,of
157,sentences
158,","
159,you
160,will
161,eventually
162,reach
163,the
164,same
165,recursion
166,depth
167,limit
168,.
