,0
0,is
1,simple
2,indexing
3,","
4,in
5,effect
6,saying
7,"""take"
8,the
9,0th
10,element
11,of
12,the
13,first
14,coordinate
15,","
16,all
17,of
18,the
19,second
20,coordinate
21,","
22,and
23,"[1,3,4]"
24,of
25,the
26,third
27,coordinate
28,"""."
29,Or
30,more
31,precisely
32,","
33,take
34,coordinates
35,"(0,whatever,1)"
36,and
37,make
38,it
39,our
40,first
41,row
42,","
43,"(0,whatever,2)"
44,and
45,make
46,it
47,our
48,second
49,row
50,","
51,and
52,"(0,whatever,3)"
53,and
54,make
55,it
56,our
57,third
58,row
59,.
60,There
61,are
62,5
63,whatevers
64,","
65,so
66,you
67,end
68,up
69,with
70,"(3,5)."
71,The
72,second
73,example
74,you
75,gave
76,is
77,like
78,"this:
In this case you're looking at a (5,8)"
79,array
80,","
81,and
82,then
83,taking
84,the
85,1st
86,","
87,3rd
88,and
89,4th
90,elements
91,","
92,which
93,are
94,the
95,1st
96,","
97,3rd
98,and
99,4th
100,rows
101,","
102,so
103,you
104,end
105,up
106,with
107,a
108,"(5,3)"
109,array
110,.
111,Edit
112,to
113,discuss
114,2D
115,case
116,:
117,In
118,the
119,2D
120,case
121,","
122,where
123,:
124,the
125,behaviour
126,is
127,similar
128,.
129,Case
130,1
131,:
132,is
133,simply
134,selecting
135,columns
136,1
137,",3,"
138,and
139,4
140,.
141,Case
142,2
143,:
144,is
145,taking
146,the
147,1st
148,","
149,3rd
150,and
151,4th
152,element
153,of
154,the
155,array
156,","
157,which
158,are
159,the
160,rows
161,.
