,0
0,Actually
1,reference
2,counting
3,and
4,the
5,strategies
6,used
7,by
8,the
9,Sun
10,JVM
11,are
12,all
13,different
14,types
15,of
16,garbage
17,collection
18,algorithms
19,.
20,There
21,are
22,two
23,broad
24,approaches
25,for
26,tracking
27,down
28,dead
29,"objects: tracing and reference counting. In tracing the GC starts from the ""roots"" - things like stack references, and traces all reachable (live)"
30,objects
31,.
32,Anything
33,that
34,can
35,'t
36,be
37,reached
38,is
39,considered
40,dead
41,.
42,In
43,reference
44,counting
45,each
46,time
47,a
48,reference
49,is
50,modified
51,the
52,object
53,'s
54,involved
55,have
56,their
57,count
58,updated
59,.
60,Any
61,object
62,whose
63,reference
64,count
65,gets
66,set
67,to
68,zero
69,is
70,considered
71,dead
72,.
73,With
74,basically
75,all
76,GC
77,implementations
78,there
79,are
80,trade
81,offs
82,but
83,tracing
84,is
85,usually
86,good
87,for
88,high
89,through
90,put
91,(i.e.
92,fast
93,)
94,operation
95,but
96,has
97,longer
98,pause
99,times
100,(larger
101,gaps
102,where
103,the
104,UI
105,or
106,program
107,may
108,freeze
109,up
110,).
111,Reference
112,counting
113,can
114,operate
115,in
116,smaller
117,chunks
118,but
119,will
120,be
121,slower
122,overall
123,.
124,It
125,may
126,mean
127,less
128,freezes
129,but
130,poorer
131,performance
132,overall
133,.
134,Additionally
135,a
136,reference
137,counting
138,GC
139,requires
140,a
141,cycle
142,detector
143,to
144,clean
145,up
146,any
147,objects
148,in
149,a
150,cycle
151,that
152,won
153,'t
154,be
155,caught
156,by
157,their
158,reference
159,count
160,alone
161,.
162,Perl
163,5
164,didn
165,'t
166,have
167,a
168,cycle
169,detector
170,in
171,its
172,GC
173,implementation
174,and
175,could
176,leak
177,memory
178,that
179,was
180,cyclic
181,.
182,Research
183,has
184,also
185,been
186,done
187,to
188,get
189,the
190,best
191,of
192,both
193,worlds
194,(low
195,pause
196,times
197,","
198,high
199,throughput
200,):
201,http
202,://cs.anu.edu.au/~Steve.Blackburn/pubs/papers/urc-oopsla-2003.pdf
